,i,q
2522,-0.02742843,-0.02542208
2523,-0.027420009,-0.02556011
2524,-0.027404431,-0.02569668
2525,-0.027381947,-0.025831433
2526,-0.027352463,-0.025963558
2527,-0.027315974,-0.026093552
2528,-0.027272183,-0.026220705
2529,-0.02722138,-0.026344398
2530,-0.027163828,-0.026464779
2531,-0.027099477,-0.02658175
2532,-0.027028788,-0.026695134
2533,-0.026952032,-0.026804972
2534,-0.02686929,-0.026910948
2535,-0.026780639,-0.027012825
2536,-0.0266872,-0.027110308
2537,-0.026588848,-0.02720299
2538,-0.026485743,-0.027291253
2539,-0.02637826,-0.027374892
2540,-0.026266873,-0.027453806
2541,-0.026151907,-0.027527887
2542,-0.026033467,-0.027596915
2543,-0.025911594,-0.027660912
2544,-0.025786823,-0.027719624
2545,-0.025659516,-0.02777324
2546,-0.025530308,-0.027821783
2547,-0.025399016,-0.02786537
2548,-0.02526637,-0.027903691
2549,-0.025133107,-0.027936712
2550,-0.024999294,-0.027964342
2551,-0.024865076,-0.027986709
2552,-0.024731502,-0.028003836
2553,-0.02459838,-0.028015958
2554,-0.024466034,-0.028023286
2555,-0.024334984,-0.028025437
2556,-0.024205621,-0.028022796
2557,-0.024077997,-0.028015258
2558,-0.02395204,-0.028002832
2559,-0.023828132,-0.027985714
2560,-0.023706142,-0.027963944
2561,-0.023586474,-0.027937366
2562,-0.023469098,-0.027906649
2563,-0.023354389,-0.027871884
2564,-0.023242265,-0.027833378
2565,-0.023133004,-0.027791036
2566,-0.023026664,-0.027745228
2567,-0.022923259,-0.02769565
2568,-0.022822382,-0.027642837
2569,-0.022724163,-0.027586684
2570,-0.022628555,-0.02752725
2571,-0.022535505,-0.027465217
2572,-0.022444764,-0.027400777
2573,-0.022356492,-0.027334312
2574,-0.022270948,-0.027265903
2575,-0.022188328,-0.02719546
2576,-0.022108039,-0.027123304
2577,-0.0220302,-0.027050141
2578,-0.021954386,-0.026976207
2579,-0.021880543,-0.02690145
2580,-0.021808922,-0.026826352
2581,-0.021738468,-0.026750764
2582,-0.021669742,-0.026675267
2583,-0.021602072,-0.026600441
2584,-0.021535544,-0.026526285
2585,-0.02147004,-0.02645315
2586,-0.02140536,-0.026381155
2587,-0.02134145,-0.026310941
2588,-0.021278169,-0.026242703
2589,-0.021215456,-0.02617659
2590,-0.021153267,-0.026112715
2591,-0.02109091,-0.02605168
2592,-0.02102837,-0.025993546
2593,-0.020965531,-0.025938407
2594,-0.020903004,-0.02588674
2595,-0.02084062,-0.025839066
2596,-0.020778337,-0.025795413
2597,-0.020715753,-0.025755538
2598,-0.02065341,-0.025719605
2599,-0.020590812,-0.025687834
2600,-0.020527953,-0.025660178
2601,-0.020464983,-0.025636926
2602,-0.020401733,-0.025618551
2603,-0.020337956,-0.025604945
2604,-0.020274121,-0.0255957
2605,-0.020210309,-0.025591306
2606,-0.020146562,-0.025591701
2607,-0.020082604,-0.025596518
2608,-0.020018991,-0.025605867
2609,-0.019955754,-0.02561971
2610,-0.019892663,-0.025637941
2611,-0.019829707,-0.025660422
2612,-0.019767184,-0.025687
2613,-0.01970497,-0.025717514
2614,-0.019643176,-0.025751721
2615,-0.019581785,-0.02578908
2616,-0.019520653,-0.025829747
2617,-0.019459935,-0.025872944
2618,-0.019399665,-0.025918717
2619,-0.019340344,-0.025966607
2620,-0.019281896,-0.026016131
2621,-0.01922438,-0.026067393
2622,-0.01916782,-0.026119487
2623,-0.019112213,-0.026172018
2624,-0.019057626,-0.026224842
2625,-0.019004025,-0.026277332
2626,-0.018951453,-0.026329247
2627,-0.018899897,-0.026380185
2628,-0.018849475,-0.026429974
2629,-0.018800262,-0.026477577
2630,-0.018751979,-0.026522933
2631,-0.018704854,-0.0265659
2632,-0.018659486,-0.026606197
2633,-0.018615264,-0.026643232
2634,-0.018572323,-0.026676469
2635,-0.018530639,-0.026705932
2636,-0.01849045,-0.026730977
2637,-0.018451912,-0.026751388
2638,-0.018414166,-0.02676677
2639,-0.018377857,-0.026776662
2640,-0.018343195,-0.026781144
2641,-0.018309865,-0.026779745
2642,-0.018278323,-0.026772093
2643,-0.018248236,-0.02675845
2644,-0.018220048,-0.026738398
2645,-0.018193321,-0.026711859
2646,-0.018168332,-0.026678612
2647,-0.018145334,-0.026639028
2648,-0.018124375,-0.02659271
2649,-0.018105198,-0.026540054
2650,-0.018088391,-0.02648138
2651,-0.018073669,-0.026416965
2652,-0.01806102,-0.026346404
2653,-0.01805039,-0.02626953
2654,-0.018041926,-0.026186647
2655,-0.01803551,-0.026098225
2656,-0.01803095,-0.026004313
2657,-0.018028205,-0.02590542
2658,-0.018027432,-0.025801837
2659,-0.01802839,-0.025693862
2660,-0.01803159,-0.025581699
2661,-0.018036624,-0.02546581
2662,-0.018043527,-0.025346277
2663,-0.018052127,-0.025223523
2664,-0.018062938,-0.025098221
2665,-0.018075492,-0.024970558
2666,-0.018089956,-0.02484079
2667,-0.018106094,-0.02470941
2668,-0.018124068,-0.024576996
2669,-0.018143602,-0.024443794
2670,-0.018164089,-0.02430999
2671,-0.018185845,-0.024176419
2672,-0.018208994,-0.024043242
2673,-0.018232819,-0.023910858
2674,-0.018257435,-0.023779705
2675,-0.018282467,-0.023650015
2676,-0.018307732,-0.023522269
2677,-0.01833298,-0.02339656
2678,-0.018358212,-0.023273123
2679,-0.0183834,-0.023152206
2680,-0.018408189,-0.023034247
2681,-0.018433012,-0.022919409
2682,-0.018457148,-0.022807905
2683,-0.018480279,-0.022699812
2684,-0.018502103,-0.022595322
2685,-0.018522643,-0.022494216
2686,-0.018541716,-0.022396492
2687,-0.01855889,-0.022302447
2688,-0.01857426,-0.02221245
2689,-0.01858797,-0.02212624
2690,-0.01859967,-0.022043703
2691,-0.018609164,-0.021964855
2692,-0.018616395,-0.021889415
2693,-0.01862119,-0.02181741
2694,-0.018623652,-0.021748176
2695,-0.018623414,-0.021682039
2696,-0.018620834,-0.02161884
2697,-0.018615812,-0.02155841
2698,-0.018607818,-0.021500228
2699,-0.018596878,-0.021444093
2700,-0.018582994,-0.021389926
2701,-0.018565692,-0.021337407
2702,-0.018545825,-0.021286175
2703,-0.018523073,-0.021236315
2704,-0.018497536,-0.021187192
2705,-0.018469296,-0.021138323
2706,-0.018438669,-0.021089835
2707,-0.018405836,-0.02104153
2708,-0.018370677,-0.020993022
2709,-0.018333472,-0.020943923
2710,-0.018294021,-0.020894056
2711,-0.018252388,-0.020843212
2712,-0.018209493,-0.020790884
2713,-0.018165438,-0.020737045
2714,-0.018120438,-0.020681528
2715,-0.018074134,-0.020624
2716,-0.018026724,-0.020564476
2717,-0.01797873,-0.020502934
2718,-0.017930677,-0.020439597
2719,-0.017882131,-0.020374099
2720,-0.017833734,-0.020306455
2721,-0.017785612,-0.020236652
2722,-0.017737672,-0.02016471
2723,-0.01768998,-0.020090135
2724,-0.017643297,-0.020012857
2725,-0.017597483,-0.01993363
2726,-0.017552432,-0.019852096
2727,-0.017508797,-0.019768512
2728,-0.017466793,-0.01968336
2729,-0.017426254,-0.019596877
2730,-0.017387325,-0.019508854
2731,-0.017350039,-0.019419342
2732,-0.01731468,-0.019329017
2733,-0.017281298,-0.01923786
2734,-0.01724992,-0.019146046
2735,-0.017220473,-0.019053927
2736,-0.017193055,-0.018961774
2737,-0.017167907,-0.018869754
2738,-0.017145135,-0.01877826
2739,-0.0171242,-0.01868719
2740,-0.017105194,-0.018597025
2741,-0.017088316,-0.018508812
2742,-0.017072925,-0.018421937
2743,-0.017059771,-0.018336898
2744,-0.017048566,-0.018254332
2745,-0.017038995,-0.018174464
2746,-0.017031122,-0.01809754
2747,-0.01702444,-0.018023584
2748,-0.017018832,-0.017952595
2749,-0.017014347,-0.017884724
2750,-0.017011028,-0.017820727
2751,-0.017009223,-0.017760439
2752,-0.017008638,-0.017703574
2753,-0.017008513,-0.01765056
2754,-0.017008908,-0.017601432
2755,-0.017009847,-0.017556554
2756,-0.017011423,-0.017515846
2757,-0.017013125,-0.017479207
2758,-0.01701488,-0.017446611
2759,-0.017016863,-0.017418172
2760,-0.017018616,-0.017393881
2761,-0.017020373,-0.01737345
2762,-0.017022226,-0.01735701
2763,-0.01702349,-0.017344456
2764,-0.017024469,-0.017335562
2765,-0.01702472,-0.017330473
2766,-0.017024735,-0.017328922
2767,-0.017024213,-0.017330952
2768,-0.017022751,-0.017335812
2769,-0.017019972,-0.017343268
2770,-0.017016444,-0.017353611
2771,-0.017011698,-0.017366346
2772,-0.017005911,-0.017381309
2773,-0.016999383,-0.017398654
2774,-0.016991876,-0.017418517
2775,-0.016983354,-0.017440552
2776,-0.01697374,-0.017464023
2777,-0.016963346,-0.017489074
2778,-0.016951716,-0.017515527
2779,-0.01693918,-0.01754327
2780,-0.016926037,-0.017571991
2781,-0.016911948,-0.017601782
2782,-0.016897013,-0.017632492
2783,-0.016880997,-0.017664066
2784,-0.016864095,-0.017696464
2785,-0.016845843,-0.017729795
2786,-0.016827125,-0.017763944
2787,-0.016808018,-0.017798921
2788,-0.016788263,-0.017834753
2789,-0.016767843,-0.017871454
2790,-0.016747484,-0.01790919
2791,-0.016727025,-0.017948098
2792,-0.016706066,-0.017988065
2793,-0.016685084,-0.018029476
2794,-0.016663952,-0.018072277
2795,-0.016642906,-0.01811627
2796,-0.01662225,-0.01816177
2797,-0.016601944,-0.01820873
2798,-0.016582286,-0.01825777
2799,-0.016563449,-0.018309131
2800,-0.016545553,-0.018362887
2801,-0.016528802,-0.018418973
2802,-0.016513035,-0.018477395
2803,-0.016498748,-0.018538922
2804,-0.016485915,-0.018603425
2805,-0.016475009,-0.018670805
2806,-0.016466217,-0.01874128
2807,-0.016459279,-0.018815223
2808,-0.016454829,-0.01889262
2809,-0.016452707,-0.01897308
2810,-0.016452879,-0.019056683
2811,-0.016455771,-0.019143792
2812,-0.016461654,-0.019234728
2813,-0.01647052,-0.019329527
2814,-0.016482899,-0.01942813
2815,-0.016498575,-0.019530898
2816,-0.01651807,-0.019637214
2817,-0.016540768,-0.019746736
2818,-0.016566867,-0.019859541
2819,-0.01659678,-0.019975951
2820,-0.016630726,-0.02009573
2821,-0.016668709,-0.020218289
2822,-0.016710967,-0.020343615
2823,-0.016757432,-0.020471599
2824,-0.016808009,-0.020601382
2825,-0.016863214,-0.020733003
2826,-0.01692273,-0.020866374
2827,-0.016986696,-0.021000914
2828,-0.017055279,-0.021136174
2829,-0.01712837,-0.021271909
2830,-0.017205706,-0.02140783
2831,-0.017287452,-0.021543507
2832,-0.017373588,-0.021678517
2833,-0.017463842,-0.021812493
2834,-0.017558219,-0.02194495
2835,-0.017656654,-0.022075558
2836,-0.017759515,-0.022203915
2837,-0.01786664,-0.022329329
2838,-0.017976841,-0.022451555
2839,-0.018090354,-0.02257006
2840,-0.018207375,-0.022684125
2841,-0.01832704,-0.022793477
2842,-0.018449618,-0.022897681
2843,-0.018574899,-0.02299635
2844,-0.018702794,-0.023089351
2845,-0.018832745,-0.023176515
2846,-0.018964592,-0.023257395
2847,-0.019098159,-0.023331527
2848,-0.01923318,-0.023398818
2849,-0.019369394,-0.023458535
2850,-0.019506212,-0.023510588
2851,-0.019643534,-0.02355512
2852,-0.019780952,-0.023592148
2853,-0.019917931,-0.023621207
2854,-0.020053977,-0.023642126
2855,-0.020189008,-0.023655191
2856,-0.020322839,-0.023660127
2857,-0.020454906,-0.023657227
2858,-0.020584604,-0.023646498
2859,-0.02071175,-0.02362791
2860,-0.020836454,-0.023601923
2861,-0.020958304,-0.023568654
2862,-0.021077018,-0.023527805
2863,-0.02119261,-0.02347943
2864,-0.021304348,-0.023423893
2865,-0.02141189,-0.023361513
2866,-0.021515016,-0.02329215
2867,-0.021613222,-0.02321676
2868,-0.021706896,-0.02313573
2869,-0.021796023,-0.023049185
2870,-0.021880422,-0.022957621
2871,-0.021960126,-0.022861203
2872,-0.022034714,-0.022760384
2873,-0.022104219,-0.022655642
2874,-0.02216871,-0.022547122
2875,-0.022228107,-0.02243531
2876,-0.022282239,-0.022320468
2877,-0.022331258,-0.02220328
2878,-0.022375327,-0.02208428
2879,-0.022414284,-0.021963848
2880,-0.022448504,-0.021841843
2881,-0.02247847,-0.021719068
2882,-0.022503814,-0.021595998
2883,-0.022524614,-0.021472847
2884,-0.02254164,-0.021350197
2885,-0.022555042,-0.021228297
2886,-0.02256506,-0.021107504
2887,-0.022571662,-0.020988028
2888,-0.022574896,-0.020870395
2889,-0.022575662,-0.02075527
2890,-0.02257414,-0.020642914
2891,-0.022570351,-0.020533495
2892,-0.022565061,-0.020427557
2893,-0.022558562,-0.020325279
2894,-0.022550862,-0.020226777
2895,-0.022542585,-0.020132156
2896,-0.022533877,-0.02004181
2897,-0.022524988,-0.01995657
2898,-0.0225163,-0.01987663
2899,-0.022508174,-0.019801982
2900,-0.022500567,-0.01973307
2901,-0.022493927,-0.019669855
2902,-0.022488676,-0.01961236
2903,-0.022485351,-0.01956065
2904,-0.022484347,-0.019515302
2905,-0.022485666,-0.019476395
2906,-0.02249015,-0.019443646
2907,-0.022497555,-0.01941786
2908,-0.022507677,-0.01939887
2909,-0.022521522,-0.019386668
2910,-0.0225388,-0.019381266
2911,-0.022559442,-0.019382775
2912,-0.02258384,-0.019391285
2913,-0.022612246,-0.019406958
2914,-0.02264435,-0.01942992
2915,-0.022680625,-0.019459946
2916,-0.022721369,-0.01949732
2917,-0.022766905,-0.019542104
2918,-0.02281709,-0.019593988
2919,-0.022871735,-0.019652693
2920,-0.022930777,-0.019718107
2921,-0.02299423,-0.019789834
2922,-0.023062078,-0.01986814
2923,-0.023134334,-0.019953122
2924,-0.02321083,-0.02004401
2925,-0.023291748,-0.02014108
2926,-0.023376986,-0.020244295
2927,-0.023466233,-0.020353336
2928,-0.02355954,-0.020468026
2929,-0.023656707,-0.020587765
2930,-0.02375767,-0.0207127
2931,-0.02386231,-0.020842765
2932,-0.023970041,-0.020977281
2933,-0.024081312,-0.02111603
2934,-0.024195673,-0.021258691
2935,-0.02431292,-0.021405002
2936,-0.024432726,-0.021554599
2937,-0.024555001,-0.021707144
2938,-0.02467982,-0.021862518
2939,-0.024806932,-0.022019995
2940,-0.024936173,-0.022178994
2941,-0.025067512,-0.022339305
2942,-0.025200855,-0.022500997
2943,-0.025335835,-0.022663422
2944,-0.025472224,-0.022825956
2945,-0.025609938,-0.022988738
2946,-0.025748657,-0.0231511
2947,-0.025888536,-0.023312788
2948,-0.026029496,-0.023473237
2949,-0.026171109,-0.023632072
2950,-0.02631324,-0.023788955
2951,-0.026456032,-0.023943359
2952,-0.026599655,-0.024095332
2953,-0.02674343,-0.024244323
2954,-0.026887253,-0.024390193
2955,-0.02703096,-0.02453231
2956,-0.027174776,-0.024670266
2957,-0.027317962,-0.024804085
2958,-0.027460214,-0.024933102
2959,-0.027602552,-0.02505715
2960,-0.02774399,-0.02517628
2961,-0.027884768,-0.02529061
2962,-0.028025037,-0.02539966
2963,-0.02816438,-0.025503324
2964,-0.028302805,-0.025601149
2965,-0.028440036,-0.025693126
2966,-0.028575724,-0.02577923
2967,-0.028709551,-0.025859129
2968,-0.028841302,-0.025932837
2969,-0.028970713,-0.026000123
2970,-0.029098026,-0.026061432
2971,-0.02922317,-0.026116867
2972,-0.029345453,-0.02616638
2973,-0.02946471,-0.02620969
2974,-0.029581102,-0.026246842
2975,-0.029694384,-0.026278328
2976,-0.029803917,-0.026303858
2977,-0.02990944,-0.026323872
2978,-0.030010695,-0.026338322
2979,-0.03010807,-0.026346968
2980,-0.030201128,-0.026350688
2981,-0.030289782,-0.026349219
2982,-0.03037322,-0.02634265
2983,-0.030451432,-0.026331197
2984,-0.03052376,-0.026315233
2985,-0.030590259,-0.026295094
2986,-0.03065069,-0.02627068
2987,-0.03070527,-0.02624224
2988,-0.030753514,-0.026209505
2989,-0.030795561,-0.026172746
2990,-0.030830985,-0.026132695
2991,-0.03085949,-0.026089326
2992,-0.030880678,-0.026042782
2993,-0.030894618,-0.025993055
2994,-0.030901229,-0.025940549
2995,-0.030899886,-0.025885623
2996,-0.030891353,-0.025827989
2997,-0.030875279,-0.025768304
2998,-0.030851254,-0.025706451
2999,-0.030818975,-0.025642192
3000,-0.030778645,-0.025575856
3001,-0.030730516,-0.025507962
3002,-0.030674294,-0.025438614
3003,-0.030609889,-0.025367564
3004,-0.030537808,-0.025295312
3005,-0.03045769,-0.025221575
3006,-0.030369742,-0.025146818
3007,-0.030274117,-0.025071373
3008,-0.030171169,-0.02499508
3009,-0.030061102,-0.024918225
3010,-0.02994372,-0.02484055
3011,-0.029819917,-0.024762336
3012,-0.029689694,-0.024683468
3013,-0.029552896,-0.024604214
3014,-0.029409667,-0.02452438
3015,-0.029260661,-0.024444291
3016,-0.029105939,-0.024364363
3017,-0.02894611,-0.024284342
3018,-0.028781556,-0.024204142
3019,-0.028612569,-0.02412408
3020,-0.028440027,-0.024044463
3021,-0.02826399,-0.023965066
3022,-0.028084742,-0.023886187
3023,-0.027903022,-0.02380814
3024,-0.027719056,-0.023731269
3025,-0.02753314,-0.023655288
3026,-0.027346361,-0.023580352
3027,-0.027158948,-0.023506936
3028,-0.026971444,-0.023434611
3029,-0.026784742,-0.023363862
3030,-0.026598731,-0.02329514
3031,-0.026413988,-0.02322828
3032,-0.026230853,-0.023163356
3033,-0.026050335,-0.023100706
3034,-0.025872577,-0.02304015
3035,-0.025698466,-0.02298185
3036,-0.025528286,-0.0229259
3037,-0.02536207,-0.022872323
3038,-0.025199927,-0.022821352
3039,-0.0250424,-0.022773523
3040,-0.024889437,-0.022728868
3041,-0.024741977,-0.022687363
3042,-0.024600573,-0.022649508
3043,-0.024465388,-0.02261521
3044,-0.024336405,-0.02258444
3045,-0.024213815,-0.02255743
3046,-0.02409795,-0.02253387
3047,-0.023988428,-0.022514045
3048,-0.023885686,-0.022497991
3049,-0.023790037,-0.022485767
3050,-0.023701519,-0.022477625
3051,-0.023620168,-0.02247355
3052,-0.023545405,-0.022473171
3053,-0.02347754,-0.022476567
3054,-0.023416229,-0.022483699
3055,-0.023361433,-0.022494292
3056,-0.023312902,-0.022508617
3057,-0.023270734,-0.022526402
3058,-0.02323425,-0.02254751
3059,-0.02320345,-0.02257175
3060,-0.023178317,-0.022599116
3061,-0.023158586,-0.022629775
3062,-0.023143517,-0.022663401
3063,-0.023132725,-0.022699546
3064,-0.0231262,-0.022737948
3065,-0.023123652,-0.022778768
3066,-0.023124399,-0.022821803
3067,-0.023128377,-0.022866381
3068,-0.023135114,-0.022912793
3069,-0.023144035,-0.022960577
3070,-0.023154728,-0.023009544
3071,-0.023166865,-0.023059385
3072,-0.023179814,-0.023109708
3073,-0.023192985,-0.023160202
3074,-0.023206497,-0.02321099
3075,-0.023219803,-0.023261577
3076,-0.023232589,-0.023312092
3077,-0.023243895,-0.023362122
3078,-0.023253936,-0.023411201
3079,-0.02326238,-0.02345954
3080,-0.02326851,-0.023506613
3081,-0.023272438,-0.023551878
3082,-0.023273624,-0.023595292
3083,-0.023271775,-0.023636958
3084,-0.023266321,-0.023676652
3085,-0.023257164,-0.023714501
3086,-0.02324404,-0.023750093
3087,-0.023227291,-0.023783548
3088,-0.02320658,-0.023814926
3089,-0.023182167,-0.02384428
3090,-0.023153858,-0.023871556
3091,-0.023121564,-0.02389654
3092,-0.023084763,-0.023919176
3093,-0.023043426,-0.023939371
3094,-0.022997696,-0.023957485
3095,-0.02294744,-0.023973517
3096,-0.022892855,-0.023987196
3097,-0.02283457,-0.023999164
3098,-0.022772476,-0.024009202
3099,-0.022706794,-0.02401763
3100,-0.0226376,-0.024024932
3101,-0.022564985,-0.024030954
3102,-0.02248897,-0.024035877
3103,-0.022410637,-0.024039967
3104,-0.022329785,-0.024043452
3105,-0.022247108,-0.024047127
3106,-0.022162313,-0.02405088
3107,-0.022075966,-0.024055153
3108,-0.021988118,-0.024060419
3109,-0.021899356,-0.024066808
3110,-0.021809533,-0.024074681
3111,-0.021719044,-0.024084305
3112,-0.021628248,-0.024095854
3113,-0.021537349,-0.02410954
3114,-0.021446733,-0.024125766
3115,-0.021356365,-0.024144832
3116,-0.021267349,-0.024167003
3117,-0.0211791,-0.024192596
3118,-0.021091955,-0.024221996
3119,-0.021006323,-0.024255205
3120,-0.020922698,-0.024292717
3121,-0.020841217,-0.024334233
3122,-0.020761741,-0.024380114
3123,-0.020684484,-0.024430647
3124,-0.02060989,-0.02448593
3125,-0.020537427,-0.024545824
3126,-0.02046775,-0.024610596
3127,-0.020400636,-0.024679972
3128,-0.020336,-0.024753883
3129,-0.020273916,-0.024832552
3130,-0.020214269,-0.024915863
3131,-0.020157252,-0.025004158
3132,-0.020102171,-0.025097305
3133,-0.020049209,-0.02519516
3134,-0.019998426,-0.025297286
3135,-0.019950043,-0.02540375
3136,-0.019903684,-0.025514375
3137,-0.019859215,-0.025628781
3138,-0.019816184,-0.0257467
3139,-0.019774804,-0.02586786
3140,-0.019734599,-0.025991598
3141,-0.019695356,-0.026117753
3142,-0.019657027,-0.026246054
3143,-0.019619696,-0.026376275
3144,-0.019582963,-0.02650803
3145,-0.019546581,-0.02664079
3146,-0.019510476,-0.026774276
3147,-0.019474316,-0.026908213
3148,-0.019437902,-0.027042024
3149,-0.019400999,-0.02717572
3150,-0.019363401,-0.027308373
3151,-0.019324575,-0.027439572
3152,-0.019284911,-0.027568724
3153,-0.019244375,-0.027695883
3154,-0.019202286,-0.02782087
3155,-0.019158997,-0.027943185
3156,-0.019113757,-0.028062062
3157,-0.019066969,-0.02817762
3158,-0.019018602,-0.028289422
3159,-0.01896845,-0.028396687
3160,-0.018916829,-0.028499322
3161,-0.01886411,-0.028597202
3162,-0.018809875,-0.028690059
3163,-0.018753817,-0.028777275
3164,-0.018696345,-0.028858718
3165,-0.018637268,-0.028934488
3166,-0.018577076,-0.02900426
3167,-0.018515274,-0.029068021
3168,-0.018452378,-0.029125521
3169,-0.018388497,-0.029176606
3170,-0.018323638,-0.029220957
3171,-0.018257864,-0.029258778
3172,-0.01819147,-0.02929015
3173,-0.018125098,-0.029314915
3174,-0.018059038,-0.02933341
3175,-0.017993554,-0.029345391
3176,-0.01792921,-0.029350914
3177,-0.017865766,-0.029349899
3178,-0.017803364,-0.029342918
3179,-0.01774272,-0.029329862
3180,-0.01768385,-0.029311066
3181,-0.01762697,-0.029286603
3182,-0.017572686,-0.029256096
3183,-0.017521126,-0.0292199
3184,-0.01747284,-0.029178357
3185,-0.017428027,-0.029131735
3186,-0.017386759,-0.029080002
3187,-0.017349655,-0.029023094
3188,-0.017316688,-0.02896191
3189,-0.017288394,-0.028896179
3190,-0.017264858,-0.028826414
3191,-0.017246196,-0.028752994
3192,-0.017232725,-0.028675618
3193,-0.017224723,-0.028594915
3194,-0.017222216,-0.028510986
3195,-0.017225498,-0.028423833
3196,-0.017234877,-0.028333502
3197,-0.01725069,-0.028240472
3198,-0.01727269,-0.028144944
3199,-0.017300738,-0.028046893
3200,-0.017335579,-0.02794629
3201,-0.01737667,-0.027843574
3202,-0.01742416,-0.027738811
3203,-0.017477853,-0.027632613
3204,-0.01753787,-0.027524428
3205,-0.0176043,-0.027414057
3206,-0.017676603,-0.027302112
3207,-0.017755203,-0.027188879
3208,-0.01783945,-0.027074166
3209,-0.017929448,-0.026957924
3210,-0.018024785,-0.02684058
3211,-0.018125046,-0.026722176
3212,-0.01822972,-0.02660287
3213,-0.018338963,-0.026482575
3214,-0.01845285,-0.026361551
3215,-0.018570803,-0.026239907
3216,-0.018692851,-0.026117653
3217,-0.018818453,-0.025995383
3218,-0.018947132,-0.025872579
3219,-0.01907904,-0.025749348
3220,-0.019213831,-0.025625717
3221,-0.019350773,-0.025501966
3222,-0.019489722,-0.025378268
3223,-0.019630073,-0.025254898
3224,-0.019770997,-0.025132135
3225,-0.019912483,-0.025009725
3226,-0.020053595,-0.024887735
3227,-0.02019418,-0.024766693
3228,-0.020334242,-0.024646182
3229,-0.02047358,-0.024526294
3230,-0.020611592,-0.024407916
3231,-0.02074799,-0.024290815
3232,-0.020882783,-0.024174882
3233,-0.021015018,-0.024060605
3234,-0.021144832,-0.023947943
3235,-0.021271521,-0.023837037
3236,-0.021395005,-0.023728289
3237,-0.021514777,-0.023621887
3238,-0.021630848,-0.023518322
3239,-0.021742899,-0.023417091
3240,-0.021850497,-0.023318594
3241,-0.021953585,-0.02322302
3242,-0.022051979,-0.023130594
3243,-0.02214556,-0.023041723
3244,-0.022234403,-0.02295592
3245,-0.022317916,-0.022873607
3246,-0.022396203,-0.022794813
3247,-0.022469148,-0.022720013
3248,-0.022536548,-0.022649303
3249,-0.0225986,-0.022582771
3250,-0.022655096,-0.022520754
3251,-0.022705648,-0.022463081
3252,-0.022750907,-0.022409866
3253,-0.022790965,-0.022361217
3254,-0.022825787,-0.022316989
3255,-0.022855397,-0.022277554
3256,-0.022879813,-0.022243494
3257,-0.02289927,-0.022214433
3258,-0.02291409,-0.022190299
3259,-0.02292463,-0.022171188
3260,-0.022930898,-0.02215722
3261,-0.022933396,-0.022148486
3262,-0.022932041,-0.022144748
3263,-0.022927253,-0.022145968
3264,-0.022919178,-0.022152236
3265,-0.022907538,-0.022163818
3266,-0.022892807,-0.022180146
3267,-0.02287533,-0.022201475
3268,-0.022855194,-0.022227446
3269,-0.022832736,-0.022257982
3270,-0.022807991,-0.022293227
3271,-0.022781273,-0.022333238
3272,-0.02275334,-0.022377701
3273,-0.022723988,-0.022426728
3274,-0.02269362,-0.022479787
3275,-0.022662384,-0.022536205
3276,-0.02263038,-0.02259628
3277,-0.02259829,-0.022659969
3278,-0.022566061,-0.022726787
3279,-0.022533773,-0.022796879
3280,-0.022501677,-0.022870095
3281,-0.022469928,-0.022945698
3282,-0.022438636,-0.023023648
3283,-0.022407636,-0.02310389
3284,-0.022377484,-0.023186494
3285,-0.022348043,-0.023271292
3286,-0.022319814,-0.023357624
3287,-0.022292437,-0.023445327
3288,-0.022266163,-0.023534207
3289,-0.022240993,-0.023623731
3290,-0.022217281,-0.023713738
3291,-0.022194847,-0.02380454
3292,-0.022173634,-0.023895465
3293,-0.022153784,-0.02398603
3294,-0.022135274,-0.024076303
3295,-0.022117823,-0.024165932
3296,-0.02210136,-0.024254592
3297,-0.022085672,-0.024342347
3298,-0.022070976,-0.024428843
3299,-0.022057073,-0.0245134
3300,-0.02204418,-0.024595905
3301,-0.022032125,-0.024675934
3302,-0.022020992,-0.024753366
3303,-0.022010028,-0.024827953
3304,-0.021999726,-0.024899581
3305,-0.021989884,-0.024967954
3306,-0.021980302,-0.025032695
3307,-0.021970976,-0.025093514
3308,-0.021961717,-0.025150003
3309,-0.021952428,-0.02520166
3310,-0.021942683,-0.025248738
3311,-0.02193238,-0.025290452
3312,-0.021921773,-0.025326438
3313,-0.021910746,-0.025356699
3314,-0.021898929,-0.025380678
3315,-0.021886578,-0.025397807
3316,-0.021873537,-0.025407627
3317,-0.02185963,-0.025410412
3318,-0.021844642,-0.025405617
3319,-0.021828894,-0.025392773
3320,-0.021812236,-0.02537193
3321,-0.02179444,-0.025342882
3322,-0.02177569,-0.025305133
3323,-0.021755699,-0.025258476
3324,-0.021734705,-0.025202222
3325,-0.021712815,-0.025136776
3326,-0.021690398,-0.025062593
3327,-0.021667244,-0.024978971
3328,-0.021643346,-0.024885746
3329,-0.021619108,-0.024782954
3330,-0.02159457,-0.024670586
3331,-0.02156962,-0.02454828
3332,-0.021544568,-0.02441636
3333,-0.021519542,-0.024274908
3334,-0.021494996,-0.02412382
3335,-0.02147073,-0.02396297
3336,-0.021447392,-0.023792723
3337,-0.02142492,-0.023613838
3338,-0.021403639,-0.023426075
3339,-0.021384079,-0.02322967
3340,-0.021365985,-0.023025285
3341,-0.021349613,-0.022813639
3342,-0.021335354,-0.02259469
3343,-0.021323467,-0.022368915
3344,-0.021314377,-0.02213729
