,i,q
325,0.015713077,0.0042109285
326,0.015754037,0.0043050563
327,0.015793175,0.0044027893
328,0.015830962,0.004503188
329,0.01586662,0.0046061547
330,0.01590024,0.00471135
331,0.015931278,0.004818926
332,0.015959205,0.004928198
333,0.015984308,0.0050387597
334,0.016006507,0.005150334
335,0.016025536,0.005262864
336,0.016041158,0.00537585
337,0.016053654,0.0054890253
338,0.01606265,0.005601358
339,0.01606775,0.00571324
340,0.016068969,0.0058242
341,0.0160659,0.005934224
342,0.016057987,0.006042882
343,0.016046045,0.0061496655
344,0.016030109,0.0062539433
345,0.016009888,0.0063559418
346,0.015985994,0.0064551807
347,0.01595815,0.006551207
348,0.015926376,0.0066440376
349,0.015890235,0.0067334664
350,0.015849931,0.0068191336
351,0.015805779,0.0069005387
352,0.015757859,0.0069778236
353,0.015706142,0.007050745
354,0.015650624,0.0071194936
355,0.015591601,0.0071834372
356,0.015528795,0.007242384
357,0.01546264,0.0072962465
358,0.01539315,0.00734525
359,0.015320666,0.0073891687
360,0.015245201,0.007427652
361,0.01516688,0.0074609006
362,0.015086056,0.0074889534
363,0.015002686,0.007511551
364,0.014916449,0.007528843
365,0.014827989,0.0075407196
366,0.014736811,0.007547483
367,0.014643455,0.007548853
368,0.014547948,0.0075454507
369,0.014450725,0.007536752
370,0.01435173,0.007523111
371,0.014250794,0.0075045377
372,0.014147983,0.0074808
373,0.014044179,0.0074525774
374,0.013939045,0.0074197417
375,0.013832763,0.007382935
376,0.013725431,0.0073424196
377,0.013617346,0.0072981366
378,0.013508437,0.007250292
379,0.013398686,0.0071995896
380,0.013288186,0.0071458803
381,0.013177585,0.007089366
382,0.013066726,0.007030041
383,0.012955943,0.006968571
384,0.012845314,0.0069048805
385,0.012734545,0.006838929
386,0.012624131,0.006770777
387,0.0125142895,0.006700589
388,0.01240513,0.0066287555
389,0.012296663,0.006555929
390,0.012189096,0.0064818556
391,0.012082232,0.0064066914
392,0.011976196,0.0063305204
393,0.0118712215,0.0062535126
394,0.011767001,0.00617619
395,0.011664028,0.0060984744
396,0.011562287,0.006020483
397,0.011461196,0.005942263
398,0.011361351,0.0058642575
399,0.011263024,0.005786268
400,0.011166285,0.0057083014
401,0.011071065,0.005630382
402,0.010977415,0.005552888
403,0.010885311,0.0054752864
404,0.010794483,0.0053975373
405,0.0107051665,0.005319873
406,0.010617132,0.0052422956
407,0.010530648,0.0051646526
408,0.010445742,0.00508694
409,0.010361954,0.005009153
410,0.010279125,0.004931382
411,0.01019762,0.004853945
412,0.010117096,0.004776605
413,0.010037151,0.004699371
414,0.009957867,0.004622153
415,0.009879562,0.0045454274
416,0.009801714,0.004468728
417,0.0097249495,0.004391874
418,0.009648776,0.0043145916
419,0.009572436,0.004236829
420,0.009496069,0.0041587963
421,0.00942013,0.0040804916
422,0.0093443515,0.0040023285
423,0.009268501,0.0039243316
424,0.00919226,0.0038460244
425,0.009115763,0.003767746
426,0.009039251,0.0036890719
427,0.00896242,0.0036099665
428,0.008884708,0.0035309664
429,0.00880663,0.0034522987
430,0.008727768,0.0033735528
431,0.008648334,0.0032948335
432,0.008568006,0.0032164839
433,0.008487014,0.0031384702
434,0.008405355,0.0030608776
435,0.008322829,0.0029836302
436,0.008239237,0.002907233
437,0.008154987,0.002831593
438,0.0080697145,0.0027572769
439,0.007983694,0.0026841871
440,0.007897063,0.0026121459
441,0.0078098774,0.0025416855
442,0.007722374,0.0024725883
443,0.007634532,0.0024048442
444,0.0075468128,0.0023392567
445,0.007459338,0.0022752932
446,0.0073719993,0.0022137004
447,0.007285206,0.0021547477
448,0.0071995887,0.0020982889
449,0.007115055,0.002044688
450,0.0070313322,0.0019939188
451,0.0069487123,0.0019462694
452,0.006867778,0.0019016425
453,0.0067890435,0.0018604833
454,0.0067120357,0.001823232
455,0.006637396,0.0017900047
456,0.0065653473,0.0017603525
457,0.006496204,0.0017349196
458,0.006430438,0.0017139099
459,0.006368022,0.0016977361
460,0.0063093216,0.0016862225
461,0.006254783,0.0016790014
462,0.006204217,0.0016762814
463,0.006158522,0.0016782471
464,0.006117665,0.0016846274
465,0.006081642,0.0016959191
466,0.0060507567,0.0017117622
467,0.00602519,0.0017323015
468,0.006004985,0.001757857
469,0.0059903995,0.0017881587
470,0.005981908,0.0018232102
471,0.0059795165,0.0018633367
472,0.0059829014,0.0019085198
473,0.0059922095,0.00195811
474,0.006007346,0.0020123573
475,0.0060282433,0.0020713692
476,0.006055036,0.0021348712
477,0.0060874578,0.0022028647
478,0.0061254525,0.0022753824
479,0.0061694155,0.0023517776
480,0.0062187156,0.0024317526
481,0.006273156,0.0025155563
482,0.0063325516,0.0026031232
483,0.0063963784,0.0026939262
484,0.0064642522,0.0027879036
485,0.0065362547,0.0028845842
486,0.006611894,0.0029840444
487,0.0066912537,0.0030858957
488,0.006773505,0.0031899465
489,0.0068587842,0.0032959357
490,0.0069462257,0.0034039605
491,0.0070356373,0.003513999
492,0.007126602,0.003625421
493,0.007218608,0.0037386338
494,0.0073111313,0.003853205
495,0.0074037,0.003968529
496,0.007495924,0.0040847855
497,0.007587342,0.0042013847
498,0.007676959,0.004318064
499,0.0077644777,0.0044347197
500,0.007849503,0.0045507373
501,0.007931893,0.0046660164
502,0.008011102,0.004780462
503,0.008086402,0.0048941704
504,0.008157023,0.005006414
505,0.008222943,0.005117374
506,0.0082838135,0.0052265436
507,0.00833906,0.005334221
508,0.008388473,0.0054396666
509,0.008431369,0.005542951
510,0.008467538,0.005643837
511,0.008496608,0.005741798
512,0.008517897,0.0058374414
513,0.0085318815,0.005929943
514,0.008537996,0.006019325
515,0.008536504,0.0061053624
516,0.008526836,0.0061877286
517,0.008508955,0.006266191
518,0.0084827235,0.00634064
519,0.008448057,0.006410672
520,0.008404668,0.0064764163
521,0.008352414,0.006537314
522,0.008291349,0.00659309
523,0.008221538,0.00664345
524,0.008143275,0.0066886735
525,0.008056811,0.0067279586
526,0.007962144,0.006761173
527,0.007859321,0.0067883567
528,0.007748788,0.006810026
529,0.007630656,0.006825429
530,0.0075051533,0.0068343016
531,0.0073730764,0.0068365475
532,0.0072341887,0.006831682
533,0.007088803,0.006820087
534,0.0069373804,0.0068015084
535,0.006780604,0.0067757545
536,0.006618622,0.0067426255
537,0.006451872,0.0067023705
538,0.0062804795,0.006654889
539,0.0061048623,0.0066007935
540,0.0059255087,0.006539601
541,0.005742844,0.006471451
542,0.0055571673,0.006396029
543,0.0053689494,0.0063134297
544,0.005178676,0.0062236604
545,0.0049869204,0.0061274297
546,0.0047940677,0.0060245297
547,0.0046002446,0.005915252
548,0.0044058585,0.005800287
549,0.0042118034,0.005679479
550,0.004018112,0.005552664
551,0.0038251246,0.0054204417
552,0.0036329578,0.0052837157
553,0.0034419245,0.0051424517
554,0.0032525654,0.0049968404
555,0.0030651786,0.004847628
556,0.0028802566,0.0046949326
557,0.002697865,0.00453965
558,0.0025179933,0.0043815733
559,0.002340922,0.0042210845
560,0.0021669797,0.0040585636
561,0.0019963342,0.0038945714
562,0.0018291216,0.0037294615
563,0.0016656212,0.0035635703
564,0.0015055866,0.0033981556
565,0.0013490188,0.0032331222
566,0.0011956553,0.0030693295
567,0.0010458427,0.0029069271
568,0.0008995274,0.0027461492
569,0.00075630215,0.0025876032
570,0.00061615364,0.0024316795
571,0.00047929626,0.0022787857
572,0.00034588776,0.0021293955
573,0.00021569898,0.0019837562
574,8.8442415e-05,0.0018421123
575,-3.5477122e-05,0.0017043871
576,-0.00015652773,0.0015711888
577,-0.0002753303,0.0014430397
578,-0.00039170965,0.0013198954
579,-0.0005061397,0.0012015923
580,-0.0006188164,0.0010881285
581,-0.00072978187,0.0009801126
582,-0.00083990075,0.0008777807
583,-0.0009486951,0.00078111823
584,-0.0010564643,0.000689882
585,-0.0011633004,0.0006044663
586,-0.0012698229,0.0005247177
587,-0.0013764258,0.00045087026
588,-0.0014829757,0.00038253752
589,-0.0015899367,0.00031968165
590,-0.0016970583,0.00026202915
591,-0.0018047612,0.00020935952
592,-0.0019134586,0.00016111242
593,-0.0020233383,0.00011729196
594,-0.0021344186,7.816233e-05
595,-0.0022467584,4.313028e-05
596,-0.002360469,1.13641445e-05
597,-0.00247597,-1.6974807e-05
598,-0.0025928735,-4.19733e-05
599,-0.0027116276,-6.4741274e-05
600,-0.0028324549,-8.524535e-05
601,-0.002955384,-0.000103424405
602,-0.0030800144,-0.000119812576
603,-0.0032064896,-0.00013482467
604,-0.0033345532,-0.0001489034
605,-0.0034643428,-0.00016257963
606,-0.003596014,-0.00017607119
607,-0.0037295672,-0.00018971114
608,-0.0038647798,-0.00020405008
609,-0.0040012244,-0.00021916092
610,-0.004139193,-0.00023531445
611,-0.004278198,-0.00025254127
612,-0.00441845,-0.00027162096
613,-0.004559719,-0.00029280715
614,-0.0047018607,-0.000316558
615,-0.004845276,-0.000343317
616,-0.004989383,-0.00037291486
617,-0.0051339883,-0.0004056453
618,-0.0052788034,-0.0004417573
619,-0.0054237656,-0.0004810286
620,-0.0055684685,-0.0005236979
621,-0.005712803,-0.00057020277
622,-0.0058566355,-0.0006203993
623,-0.006000231,-0.0006740517
624,-0.0061429623,-0.0007314846
625,-0.0062846798,-0.00079278107
626,-0.006425934,-0.0008574806
627,-0.006566024,-0.00092567696
628,-0.006704724,-0.0009978217
629,-0.006842163,-0.0010737294
630,-0.006978022,-0.0011532031
631,-0.007112187,-0.0012360199
632,-0.0072448286,-0.0013220106
633,-0.0073753335,-0.0014119876
634,-0.007504146,-0.001505041
635,-0.0076313005,-0.0016010209
636,-0.007756924,-0.0016998838
637,-0.007880736,-0.0018015817
638,-0.008002557,-0.0019057242
639,-0.008122594,-0.0020121404
640,-0.008240522,-0.0021209265
641,-0.008356652,-0.00223203
642,-0.008470941,-0.0023449908
643,-0.008582821,-0.002459637
644,-0.0086927,-0.002575834
645,-0.008800778,-0.002693576
646,-0.008906908,-0.002812581
647,-0.009011137,-0.0029324624
648,-0.00911329,-0.0030532843
649,-0.009213559,-0.0031753657
650,-0.009311537,-0.0032980037
651,-0.009407368,-0.0034212163
652,-0.009501686,-0.003544885
653,-0.009594323,-0.0036690235
654,-0.009684853,-0.0037940172
655,-0.009773475,-0.0039196
656,-0.009860155,-0.0040455647
657,-0.009945147,-0.0041720616
658,-0.010028413,-0.0042991703
659,-0.010110057,-0.0044268914
660,-0.0101897605,-0.0045554093
661,-0.010267601,-0.004684585
662,-0.010343471,-0.0048145093
663,-0.010417466,-0.004945206
664,-0.0104896035,-0.005076282
665,-0.010559598,-0.0052078483
666,-0.01062755,-0.0053403657
667,-0.01069353,-0.0054741274
668,-0.0107575925,-0.005609505
669,-0.010819607,-0.0057465183
670,-0.010879581,-0.005885315
671,-0.010937692,-0.006025935
672,-0.010993708,-0.006168122
673,-0.011047577,-0.0063124513
674,-0.011099346,-0.006459327
675,-0.011149534,-0.006608337
676,-0.011197745,-0.00675979
677,-0.011244208,-0.006914104
678,-0.011289008,-0.007071532
679,-0.011331692,-0.007231472
680,-0.011372685,-0.007393857
681,-0.0114125395,-0.0075589507
682,-0.011450801,-0.007726709
683,-0.011487504,-0.007897391
684,-0.011523229,-0.0080703
685,-0.011557655,-0.008246053
686,-0.011590988,-0.008424921
687,-0.0116231805,-0.008606815
688,-0.011654246,-0.008791186
689,-0.011684391,-0.008978235
690,-0.011713693,-0.009167916
691,-0.0117421765,-0.009360058
692,-0.011770073,-0.009554201
693,-0.011797745,-0.009750223
694,-0.01182576,-0.009947758
695,-0.011853981,-0.010146704
696,-0.011882782,-0.010346429
697,-0.011912403,-0.010546677
698,-0.011942524,-0.010747522
699,-0.0119733745,-0.01094866
700,-0.012005333,-0.011149688
701,-0.01203875,-0.0113501735
702,-0.012073828,-0.01155002
703,-0.012110113,-0.011748844
704,-0.01214792,-0.011945996
705,-0.012187808,-0.012141214
706,-0.0122300545,-0.012334044
707,-0.012274216,-0.012524131
708,-0.012320416,-0.012710973
709,-0.012369013,-0.01289425
710,-0.012419697,-0.013073885
711,-0.012473526,-0.013249094
712,-0.0125302905,-0.013419505
713,-0.012589937,-0.013585239
714,-0.012652288,-0.013745455
715,-0.01271754,-0.01390034
716,-0.012786125,-0.014049432
717,-0.012857653,-0.01419197
718,-0.012932232,-0.014327956
719,-0.0130098155,-0.014457252
720,-0.013090264,-0.014579648
721,-0.013173571,-0.014694794
722,-0.013259478,-0.014802779
723,-0.0133482935,-0.014903391
724,-0.013439816,-0.014996376
725,-0.013533865,-0.0150814755
726,-0.01363017,-0.015158409
727,-0.013728461,-0.015227163
728,-0.013828554,-0.015287588
729,-0.013930812,-0.0153395105
730,-0.0140350675,-0.015383169
731,-0.014140826,-0.015418983
732,-0.014247902,-0.015447311
733,-0.014356486,-0.015468173
734,-0.014466533,-0.0154809095
735,-0.014577698,-0.015485832
736,-0.014689426,-0.015483204
737,-0.014801662,-0.015472981
738,-0.014914232,-0.015455455
739,-0.015027209,-0.015431083
740,-0.015140258,-0.015400248
741,-0.0152532905,-0.015363054
742,-0.015366431,-0.0153195495
743,-0.015479498,-0.0152706215
744,-0.015592115,-0.015216662
745,-0.01570416,-0.015157905
746,-0.015815549,-0.015094264
747,-0.015925758,-0.015026849
748,-0.01603529,-0.01495614
749,-0.016144123,-0.0148820635
750,-0.016252281,-0.014804957
751,-0.016359935,-0.014725378
752,-0.016466659,-0.01464391
753,-0.01657271,-0.014560921
754,-0.016678141,-0.014476469
755,-0.016783224,-0.0143916225
756,-0.016887672,-0.014306783
757,-0.016991546,-0.014222286
758,-0.017095262,-0.014138438
759,-0.017198943,-0.014056094
760,-0.017302165,-0.013975645
761,-0.017405529,-0.013897209
762,-0.017508982,-0.01382129
763,-0.017612142,-0.013748119
764,-0.01771586,-0.013677756
765,-0.017820084,-0.013611101
766,-0.017924652,-0.01354849
767,-0.018029626,-0.013489743
768,-0.018134832,-0.01343568
769,-0.018240731,-0.013386155
770,-0.018347545,-0.0133412285
771,-0.018455468,-0.013301355
772,-0.018564584,-0.013266706
773,-0.018674351,-0.013237483
774,-0.018785166,-0.013213793
775,-0.018897256,-0.013195644
776,-0.019010274,-0.013183073
777,-0.019124297,-0.013176416
778,-0.019239105,-0.013175522
779,-0.019354569,-0.013180391
780,-0.019470379,-0.013191177
781,-0.019586893,-0.013207788
782,-0.019703846,-0.013230012
783,-0.019820882,-0.013257903
784,-0.019937864,-0.013290719
785,-0.02005424,-0.013329163
786,-0.020169754,-0.013373322
787,-0.020284567,-0.0134225115
788,-0.020398542,-0.013476714
789,-0.02051109,-0.0135353105
790,-0.020621892,-0.013598195
791,-0.020730633,-0.013665111
792,-0.020837026,-0.013736044
793,-0.020940648,-0.013810894
794,-0.021041192,-0.013888967
795,-0.021138053,-0.013969968
796,-0.021230727,-0.014054098
797,-0.021319354,-0.014141185
798,-0.021403385,-0.014230568
799,-0.021482179,-0.014321688
800,-0.021556031,-0.014414934
801,-0.021624057,-0.014509969
802,-0.021685924,-0.0146064805
803,-0.021741942,-0.014704358
804,-0.02179147,-0.014803094
805,-0.02183421,-0.014902891
806,-0.021869566,-0.015003199
807,-0.021897597,-0.015103442
808,-0.021918386,-0.015203619
809,-0.02193164,-0.015304051
810,-0.021937044,-0.0154039655
811,-0.02193499,-0.015503389
812,-0.021925412,-0.015602138
813,-0.02190799,-0.01570025
814,-0.021883132,-0.01579792
815,-0.02185059,-0.015894812
816,-0.02181077,-0.015990563
817,-0.021763623,-0.016085159
818,-0.021709114,-0.016179163
819,-0.021647936,-0.016271943
820,-0.02158054,-0.016363576
821,-0.021507002,-0.016453926
822,-0.02142766,-0.016542973
823,-0.021342667,-0.016631193
824,-0.021253059,-0.016718607
825,-0.021158982,-0.016805105
826,-0.021060584,-0.016890379
827,-0.020958375,-0.016974954
828,-0.020853015,-0.017058764
829,-0.020745525,-0.017141968
830,-0.020636467,-0.017224792
831,-0.020526364,-0.017306887
832,-0.02041517,-0.017388625
833,-0.020303609,-0.017470011
834,-0.020192565,-0.01755033
835,-0.020082634,-0.017630715
836,-0.019974038,-0.017710926
837,-0.019867525,-0.017790653
838,-0.019763436,-0.017870428
839,-0.01966181,-0.01795029
840,-0.01956391,-0.018030522
841,-0.019470159,-0.018110702
842,-0.019380897,-0.018191226
843,-0.019296756,-0.018271865
844,-0.01921811,-0.01835267
845,-0.019145323,-0.018433893
846,-0.01907912,-0.018515565
847,-0.019019742,-0.018597506
848,-0.018967373,-0.018679604
849,-0.018922506,-0.018762408
850,-0.018885082,-0.018846054
851,-0.018855192,-0.018930024
852,-0.018833527,-0.019014621
853,-0.018819837,-0.01910004
854,-0.018814033,-0.019185843
855,-0.018816037,-0.019272463
856,-0.018825745,-0.01935977
857,-0.018843599,-0.019447768
858,-0.018869637,-0.019536844
859,-0.018903332,-0.019626882
860,-0.018944751,-0.019717593
861,-0.01899357,-0.019809352
862,-0.019049585,-0.019902159
863,-0.019112473,-0.019995894
864,-0.019182064,-0.020090401
865,-0.01925788,-0.020186028
866,-0.019339815,-0.020282801
867,-0.01942727,-0.020381143
868,-0.019520069,-0.020480901
869,-0.019617833,-0.020581948
870,-0.019720038,-0.020684626
871,-0.0198259,-0.020789124
872,-0.019934686,-0.020895654
873,-0.020046439,-0.021004027
874,-0.020160547,-0.02111414
875,-0.02027653,-0.02122591
876,-0.020393567,-0.02133938
877,-0.020511445,-0.021454988
878,-0.020629887,-0.0215725
879,-0.020748347,-0.02169222
880,-0.020866254,-0.021813853
881,-0.02098308,-0.02193724
882,-0.021098087,-0.02206259
883,-0.021210698,-0.02219009
884,-0.021320878,-0.022319878
885,-0.021427823,-0.022452274
886,-0.021531213,-0.02258696
887,-0.021631308,-0.022723624
888,-0.021727527,-0.022862395
889,-0.02182,-0.023002857
890,-0.02190838,-0.023145087
891,-0.021992031,-0.02328938
892,-0.022070732,-0.023435699
893,-0.0221444,-0.023583587
894,-0.022212924,-0.023733167
895,-0.02227593,-0.02388414
896,-0.022333361,-0.024036443
897,-0.022385234,-0.024190053
898,-0.022431495,-0.024344562
899,-0.022472175,-0.02450017
900,-0.022507476,-0.024656411
901,-0.022537455,-0.024812901
902,-0.022561954,-0.024969785
903,-0.022580583,-0.025126627
904,-0.022593793,-0.025282698
905,-0.022601735,-0.025438527
906,-0.022604644,-0.025593473
907,-0.022602951,-0.025747152
908,-0.02259641,-0.025899509
909,-0.022584662,-0.026050111
910,-0.022568552,-0.026198948
911,-0.022548238,-0.026345897
912,-0.022524143,-0.02649065
913,-0.022496272,-0.026632685
914,-0.022464972,-0.026771763
915,-0.022430036,-0.026908077
916,-0.022392169,-0.027040966
917,-0.022351291,-0.027170056
918,-0.02230771,-0.027295005
